,id,output,classe,subclasse
689,Doenças Transmissíveis,Detecção de Mycobacterium tuberculosis pela técnica de PCR em aerossóis gerados pela tosse: método comparativo com baciloscopia e cultura,recomend,porcat
690,Doenças Transmissíveis,E-patite: Um sistema para triagem de doadores de sangue suspeitos de serem portadores de hepatites,recomend,porcat
691,Pesquisa Clínica,Genotipagem do sistema Rh para a determinação correta do grupo sanguíneo de pacientes e doadores,recomend,porcat
692,Comunicação e Informação em Saúde,Sistema hiperdia como indicador de progresso de modelo de gestão aplicado a unidade básica de saúde,recomend,porcat
693,"Violência, Acidentes e Trauma",Síndrome de disfunção orgânica múltipla no trauma e na sepse: identificação de marcadores prognósticos e novos alvos terapêuticos,recomend,porcat
694,Saúde da Mulher,Proposta de inserção de método de biologia molecular para diagnóstico do papilomavírus humano (HPV) no trato genital inferior feminino para prevenção do câncer de colo uterino na rede SUS,recomend,porcat
695,"Sistemas, Programas e Políticas em Saúde",Situação epidemiológica e qualidade da atenção em oncologia no estado de Alagoas,recomend,porcat
696,Doenças Crônicas Não Transmissíveis,"Determinantes, perfil e assistência à saúde dos eventos cerebrovasculares em Joinville no período de 2005 a 2007 - estudo de coorte",recomend,porcat
697,"Ambiente, Trabalho e Saúde","Investigação e estudo epidemiológico dos agravos relacionados à saúde dos trabalhadores do município de Joinville, SC ",recomend,porcat
698,"Violência, Acidentes e Trauma",Abordagem da violência de gênero no âmbito do SUS: um estudo das representações na relação cliente-provedor,recomend,porcat
699,Doenças Transmissíveis,Infecção por micoplasmas do trato urogenital e micoplasmas emergentes em indivíduos com HIV/AIDS,recomend,porcat
700,Doenças Transmissíveis,Padronização e implantação do diagnóstico laboratorial da Tuberculose em amostras biológicas e da detecção de cepas resistentes às drogas utilizadas no tratamento por métodos de biologia molecular,recomend,porcat
701,Complexo Produtivo da Saúde,Resistência mecânica de fixações ligamentares do joelho,recomend,porcat
702,Doenças Crônicas Não Transmissíveis,Diagnóstico da situação de hipertensão arterial e diabetes em Concórdia - SC ,recomend,porcat
703,Doenças Crônicas Não Transmissíveis,"Adesão ao tratamento farmacológico de pacientes com hipertensão arterial e/ou diabetes mellitus atendidos no Programa de Saúde da Família de Blumenau, SC",recomend,porcat
704,Saúde da Criança e do Adolescente,"Crescimento, composição corporal e desempenho físico de crianças e adolescentes do município de Aracaju (SE)",recomend,porcat
705,Saúde Bucal,Diferenciais intra-urbanos em municípios de médio e pequeno porte em Santa Catarina: preditores de cárie dentária,recomend,porcat
706,Assistência Farmacêutica,Avaliação do processo de seleção de medicamentos e do acesso àqueles não padronizados nos municípios catarinenses,recomend,porcat
707,Doenças Crônicas Não Transmissíveis,Desenvolvimento de Plataformas Nanotecnológicas para o Diagnóstico do Câncer de Próstata,recomend,porcat
708,Doenças Transmissíveis,Desenvolvimento de metodologia para a especiação e determinação de antimônio em medicamentos utilizados no tratamento de Leishmaniose por eletroforese capilar,recomend,porcat
709,"Ambiente, Trabalho e Saúde","Biossegurança em Odontologia. ""Avaliação dos níveis de mercúrio sistêmico provenientes do amálgama dental em pacientes, odontólogos e funcionários do Sistema Único de Saúde - SUS""",recomend,porcat
710,Doenças Transmissíveis,Desenvolvimento de sistemas microencapsulados contendo óleo essencial de espécies aromáticas da família Verbenaceae com ocorrência no semi-árido sergipano para controle larvicida do Aedes Aegypti,recomend,porcat
711,"Sistemas, Programas e Políticas em Saúde",A descentralização e a qualidade da atenção a saúde em dois municípios do estado da Bahia,recomend,porcat
712,Doenças Transmissíveis,"Caracterização clínico-laboratorial e epidemiológica da leishmaniose visceral americana (LVA) nos municípios de Três Lagoas e Campo Grande, Mato Grosso do Sul",recomend,porcat
713,Assistência Farmacêutica,"Ensaios toxicológicos pré-clínicos com as cascas do Anacardium occidentale (Cajueiro), um potencial fitoterápico com propriedades anti-sépticas, cicatrizante, antidiarréica e antiinflamatória",recomend,porcat
714,Assistência Farmacêutica,Estudo da atividade antioxidante e antidiabetes do fruto da catingueira (Caesalpinea piramidalis),recomend,porcat
715,Doenças Crônicas Não Transmissíveis,Obtenção do extrato seco do Allium cepa L. pelo método Foam Mat: caracetrização e avaliação pré-clínica do efeito antidiabético,recomend,porcat
716,Doenças Transmissíveis,Desenvolvimento de uma metodologia molecular-sorológica de diagnóstico e sorotipagem de casos de dengue,recomend,porcat
717,Doenças Transmissíveis,Novas tecnologias para o controle de vetores,recomend,porcat
718,Saúde da Mulher,Promoção da saúde e da qualidade de vida da mulher portadora de câncer de mama e colo do útero,recomend,porcat
719,Pesquisa Clínica,Desenvolvimento de protocolos terapêuticos com células-tronco para o tratamento de doenças degenerativas e traumáticas: aplicações em medicina humana e veterinária e em odontologia,recomend,porcat
720,Assistência Farmacêutica,"Avaliação da eficácia do xarope de Chambá, medicamento tradicional utilizado no tratamento de afecções respiratórias",recomend,porcat
721,Doenças Crônicas Não Transmissíveis,"Avaliação do potencial antidiabédico de plantas medicinais do Povoado Colonia Treza, Lagarto-SE, visando a aplicabilidade ao SUS",recomend,porcat
722,Doenças Transmissíveis,"Desenvolvimento e avaliação de estratégias vacinais contra o papilomavírus bovino, baseadas em Virus-Like Particles e imunização genética",recomend,porcat
723,Saúde da Mulher,Aspectos Biopsicos-Sociais da Gravidez Adolescente,recomend,porcat
724,Doenças Crônicas Não Transmissíveis,Vigilância epidemiológica de Infecções ocorridas em portadores de anemia falciforme,recomend,porcat
725,Doenças Crônicas Não Transmissíveis,Síntese e estudo das propriedades antineoplásicas de derivados do eugenol,recomend,porcat
726,Complexo Produtivo da Saúde,Metodologias eletroquímicas no estudo da Resistência à Corrosão de Implantes Ortopédicos Metálicos na Presença de Fluidos Fisiológicos Sintéticos,recomend,porcat
727,Doenças Transmissíveis,Avaliação dos extratos de origem vegetal com potencial Leishmanicida: uma abordagem citotóxica,recomend,porcat
728,Complexo Produtivo da Saúde,Otimização dos recursos de caracterização mecânica e química de implantes ortopédicos,recomend,porcat
729,Pesquisa Clínica,Rápida reaplicação em pesquisa de novos compostos biologicamente ativos (inibidores acetilcolinesterase e compostos com potencial antioxidante),recomend,porcat
730,Saúde da Mulher,Distúrbios metabólicos em mulheres com hiperandrogenismo,recomend,porcat
731,Pesquisa Clínica,"Compostos Bioativos de Algas Marinhas: Bases Moleculares, Implicações Terapêutica e Industrial",recomend,porcat
732,"Sistemas, Programas e Políticas em Saúde",A relação enfermeiro-paciente no Programa de Saúde da Família: uma avaliação com as equipes de saúde da família do Ceará,recomend,porcat
733,"Sistemas, Programas e Políticas em Saúde",Avaliação da Visita Domiciliar no Contexto da Saúde da Família,recomend,porcat
734,"Sistemas, Programas e Políticas em Saúde",Referenciamento Regional: Compatibilizando Universalidade e Integralidade no SUS-SP,recomend,porcat
735,Saúde do Idoso,O idoso dependente e o universo do cuidado domiciliar,recomend,porcat
736,Complexo Produtivo da Saúde,Fortalecimento da Rede Nordeste de Biotecnologia: estratégia integrada para desenvolvimento de terapia anticâncer,recomend,porcat
737,Saúde Bucal,Mau hálito está associado a problemas gástricos?,recomend,porcat
738,Saúde da Mulher,Avaliação da suplementação materna com megadose de vitamina a sobre os níveis de retinol e  &#945;-tocoferol no leite humano de mulheres adolescentes e adultas.,recomend,porcat
739,Saúde da Mulher,"Culpa, ansiedade e depressão na vivencia do abortamento provocado",recomend,porcat
740,Saúde dos Povos Indígenas,Agentes indígenas de saúde e de saneamento em Rondônia: um estudo etnográfico,recomend,porcat
741,Doenças Transmissíveis,Estudo sobre a evolução clínica da Paracoccidioidomicose,recomend,porcat
742,Alimentação e Nutrição,"Avaliação da qualidade higiênica dos serviços das unidades de alimentação, nutrição e lactário na rede de hospitais pertencentes à região do meio-oeste de SC",recomend,porcat
743,Saúde dos Povos Indígenas,Distribuição espacial da desnutrição da população infantil e das nosologias prevalentes no período de 2000 a 2006 em populações indígenas em Minas Gerais.,recomend,porcat
744,Assistência Farmacêutica,"Controle da qualidade botânica, química e toxicológica de fitoterápicos comercializados no estado de Pernambuco",recomend,porcat
745,Saúde Bucal,"Análise sobre o estágio em que o câncer bucal é diagnosticado, tratamento indicado, tratamento realizado e suas repercussões no prognóstico",recomend,porcat
746,Saúde da Mulher,"Promovendo o desenvolvimento saudável de adolescentes gravidas e seus filhos: um programa piloto para prevenção da violência no ambiente domestico - Construção de guas, protocolos e material de capacitação",recomend,porcat
747,Complexo Produtivo da Saúde,Credenciamento do Laboratório de Metalurgia Física / UFRGS na Remato,recomend,porcat
748,Assistência Farmacêutica,"Estudo de compostos bioativos da flora do NE do Brasil, visando ao desenvolvimento de fármacos destinados ao tratamento de arritmias cardíacas",recomend,porcat
749,Complexo Produtivo da Saúde,Complementação da Infra-Estrutura do INT para avaliação de Implantes Ortopédicos ,recomend,porcat
750,Saúde Bucal,"Levantamento epidemiológico e avaliação de programa em saúde bucal de população em região rural ribeirinha do Baixo Rio Machado, Estado de Rondônia",recomend,porcat
751,"Sistemas, Programas e Políticas em Saúde",Qualidade da atenção básica de saúde de Três Barras: a satisfação do usuário,recomend,porcat
752,Complexo Produtivo da Saúde,Desenvolvimento de Metodologias de Ensaios para Caracterização e Otimização de Implantes Ortopédicos do Tipo Parafusos Pediculares e Prótese Discal,recomend,porcat
753,Doenças Crônicas Não Transmissíveis,"Avaliação de fatores de risco cardiovascular, fatores dietéticos de proteção e risco cardiovascular e de atividades de promoção à prática alimentar saudável em hipertensos e diabéticos de Maceió-AL estudados em PPSUS 2007-2009.",recomend,porcat
754,Doenças Crônicas Não Transmissíveis,Rede piloto de telesaúde em oncologia fase II,recomend,porcat
755,Doenças Transmissíveis,"Vulnerabilidade de homens que fazem sexo com homens no contexto da Aids: saber, práticas de risco e infecção pelo HIV",recomend,porcat
756,Assistência Farmacêutica,Análise da assistência farmacêutica relacionada ao programa de medicamentos de alto custo,recomend,porcat
757,Complexo Produtivo da Saúde,"Avaliação de Implantes Ortopédicos (Metálicos, Poliméricos e Cerâmicos) por Equipe da Unicamp",recomend,porcat
758,"Ambiente, Trabalho e Saúde",Gestão de resíduos de serviços de saúde: integralidade na abordagem da biossegurança,recomend,porcat
759,Saúde Bucal,Uso preventivo e terapêutico do laser de baixa potência sobre as conseqüências radioterápicas e quimioterápicas em pacientes portadores de câncer de cabeça e pescoço,recomend,porcat
760,Doenças Transmissíveis,População carcerária de Campo Grande - MS: Conhecimento e prática em DST/Aids,recomend,porcat
761,Saúde da Mulher,Prevalência de infecções bacterianas sexualmente transmissíveis em adolescentes gravidas na cidade do Rio de Janeiro.,recomend,porcat
762,Saúde dos Povos Indígenas,Contextos locais na determinação das condições nutricionais de crianças indígenas Xavante,recomend,porcat
763,Saúde da Mulher,Profilaxia da transmissão vertical em gestantes adolescentes infectadas pelo HIV-1 do Centro-Oeste: perfil imunológico e viral e genotipagem para resistência aos anti-retrovirais,recomend,porcat
764,"Sistemas, Programas e Políticas em Saúde",O Processo de Regionalização da Assistência à Saúde no Estado da Bahia: Avaliação da Assistência de Média e Alta Complexidade na Microrregião Sanitária de Paulo Afonso segundo critérios de equidade e qualidade.,recomend,porcat
765,Saúde Mental,"Transtorno de pânico e função respiratória, função vestibular e neuroimagem funcional: Identificação e caracterização de subgrupos diagnósticos.",recomend,porcat
766,Saúde Mental,Avaliação e intervenção psicológica para meninas vítimas de violência sexual,recomend,porcat
767,Saúde dos Povos Indígenas,Proposição de modelo de manejo ambiental integrado e participativo para lidar com impactos das mudanças ambientais sobre as condições sócio-sanitárias das áreas indígenas de Pernambuco,recomend,porcat
768,Saúde Mental,"Investigação sobre os efeitos discursivos da ""capscização"" da atenção a saúde mental: avaliação qualitativa dos processos de institucionalização do modelo CAPS",recomend,porcat
769,Saúde dos Povos Indígenas,Suscetibilidade a tuberculose: importância de fatores genéticos e resistência ao tratamento em indígenas brasileiros,recomend,porcat
770,"Sistemas, Programas e Políticas em Saúde",Estudo de custo/efetividade da bomba centrífuga Incor,recomend,porcat
771,Saúde da Mulher,"Mobilização, Educação e Transação: promovendo a saúde sexual e reprodutiva na adolescência.",recomend,porcat
772,Saúde dos Povos Indígenas,Consumo abusivo de álcool por populações indígenas do Alto Rio Negro,recomend,porcat
773,Saúde Bucal,Estratégias para o empoderamento comunitário em escolas promotoras de saúde,recomend,porcat
774,Saúde da Mulher,Desenvolvimento e implantação da terapia fotodinâmica no tratamento do condiloma por HPV,recomend,porcat
775,Saúde da Mulher,Gravidez e Adolescência: vulnerabilidade e exploração sexual no norte do Brasil,recomend,porcat
776,Saúde da Mulher,Pre-eclampsia e polimorfismos dos genes do fator VII e do receptor de estrogenio.  ,recomend,porcat
777,Saúde dos Povos Indígenas,Condições de vida e  tuberculose nas populações indígenas na Bahia,recomend,porcat
778,Saúde da Mulher,"Gestação na adolescência e o uso do espaço urbano: vivências, expectativas e constituição de redes de apoio",recomend,porcat
779,Saúde Bucal,"Epidemiologia do trauma dentário em Curitiba, PR",recomend,porcat
780,Saúde da Mulher,Estudo Nacional de prevalência e comportamentos de risco para infecção pela Chlamydia trachomatis em parturientes jovens atendidas em maternidades publicas do Brasil,recomend,porcat
781,Pesquisa Clínica,Estudos de células-tronco visando terapias celulares em doenças neuro-degenerativas,recomend,porcat
782,Saúde Mental,"Lítio, neuroproteção e memória: das bases moleculares a aplicação clínica",recomend,porcat
783,"Sistemas, Programas e Políticas em Saúde",Análise dos arranjos decisórios nas Comissões Intergestores Bipartites regionais do Ceará.,recomend,porcat
784,Saúde Mental,Análise da efetividade das práticas terapêuticas nos Centros de Atenção Psicossocial (CAPS) do estado de Mato Grosso,recomend,porcat
785,Saúde Mental,Estigma internalizado entre dependentes de crack em tratamento,recomend,porcat
786,Saúde Mental,Neuroimagem estrutural e funcional nos transtornos de ansiedade e da esquizofrenia,recomend,porcat
787,Saúde Mental,Novos modelos de disfunção colinérgica para o estudo de demências,recomend,porcat
788,"Sistemas, Programas e Políticas em Saúde",Avaliação de desempenho em hospitais: a ocorrência de eventos adversos,recomend,porcat
789,"Sistemas, Programas e Políticas em Saúde","Integralidade, Equidade e Resolutividade nas ações cotidianas de gestores e trabalhadores dos Serviços de Saúde: um estudo de caso na rede hierarquizada de Saúde de Belo Horizonte.",recomend,porcat
790,Saúde Mental,Avaliação dos Centros de Atenção Psicossocial da Região Sul do Brasil,recomend,porcat
791,"Violência, Acidentes e Trauma","Avaliação de pacientes com traumatismo crânio-encefálico grave: marcadores bioquímicos, neuroimagens e pressão intracraniana.",recomend,porcat
792,Pesquisa Clínica,Transplante de células-tronco da medula óssea para tratamento do processo neurodegenerativo induzidos por epilepsia temporal experimental,recomend,porcat
793,"Sistemas, Programas e Políticas em Saúde","Regulamentação da oferta de inovações tecnológicas, terapêuticas ou diagnósticas pelas empresas de assistência médica suplementar",recomend,porcat
794,Pesquisa Clínica,Novas Moléculas Pró-Angiogênicas para Otimização do Cultivo de Precursores Endoteliais Circulantes de Humanos,recomend,porcat
795,Pesquisa Clínica,Utilização de células-tronco mesenquimais no reparo da osteonecrose e reconstrução de perdas ósseas.,recomend,porcat
796,Pesquisa Clínica,Controle da aneuploidia e diferenciação neural em células-tronco embrionárias humanas,recomend,porcat
797,Pesquisa Clínica,Estudo da infecção das células progenitoras da medula óssea pelo vírus linfotrópico para célula T humana (HTLV-I) em pacientes portadores mielopatia associada ao HTLV-I/paraparesia espastica tropical.,recomend,porcat
798,Pesquisa Clínica,Estudo da resposta imune celular e humoral na terapia com células-tronco autólogas para tratamento de  pacientes com insuficiência cardíaca,recomend,porcat
799,Pesquisa Clínica,Transplante de células-tronco hematopoiéticas para diabete melito do tipo I e doenças neuro-degenerativas,recomend,porcat
800,Pesquisa Clínica,Terapia celular pelo transplante autólogo de células-tronco de medula óssea em pacientes com acidente vascular cerebral isquêmico,recomend,porcat
801,Pesquisa Clínica,Células-tronco embrionárias e adultas: O que podemos aprender com elas?,recomend,porcat
802,Pesquisa Clínica,Caracterização de estímulos químicos e físicos para diferenciação de células-tronco humanas embrionárias e adultas em cardiomiocitos e componentes vasculares para reparação cardiovascular.,recomend,porcat
803,Pesquisa Clínica,Células-Tronco Embrionárias Humanas: mecanismos de diferenciação e uso terapêutico,recomend,porcat
804,Doenças Crônicas Não Transmissíveis,Validação e estudo funcional de novas mutações associadas ao câncer de mama,recomend,porcat
805,Assistência Farmacêutica,Avaliação do impacto de métodos de atenção farmacêutica em pacientes hipertensos não-controlados,recomend,porcat
806,"Sistemas, Programas e Políticas em Saúde",Saúde Auditiva da Prevenção à Intervenção,recomend,porcat
807,"Sistemas, Programas e Políticas em Saúde",A Integralidade na atenção primária no município de Juiz de Fora: as variações de aplicabilidade do modelo tecno-assistencial na operacionalização do SUS,recomend,porcat
808,"Violência, Acidentes e Trauma","Acidentes e violências no Paraná: magnitude, tendência, fatores associados, seqüelas e gastos hospitalares",recomend,porcat
809,"Violência, Acidentes e Trauma",Aplicações dos polímeros bioreabsorvíveis para recuperação óssea oriunda de traumas ou lesões,recomend,porcat
810,"Violência, Acidentes e Trauma","Desenvolvimento de estruturas porosas (scaffolds) de polímero, cerâmica e compósitos para aplicação em engenharia de tecidos ósseos.",recomend,porcat
811,Pesquisa Clínica,Estudo do quimerismo apos transplante de medula óssea alogênico não-mieloablativo,recomend,porcat
812,Pesquisa Clínica,Terapia Celular nas Doenças Respiratórias,recomend,porcat
813,"Sistemas, Programas e Políticas em Saúde",Saúde nas fronteiras: estudo do acesso aos serviços de saúde nas cidades de fronteira com países do Mercosul,recomend,porcat
814,"Violência, Acidentes e Trauma",Avaliação microscópica e molecular do mecanismo de reparo ósseo em defeitos tratados com osso autógeno e da matriz óssea desmineralizada.,recomend,porcat
815,Pesquisa Clínica,Terapia celular: a utilização de células-tronco derivadas de medula óssea na reparação do tecido ósseo,recomend,porcat
816,"Sistemas, Programas e Políticas em Saúde",Sentimentos e práticas das equipes de saúde da família em situações de trabalho: condições de possibilidade do burnout,recomend,porcat
817,Pesquisa Clínica,Estudo in vitro do potencial de diferenciação de células tronco mesenquimais humanas a cardiomiócitos pelo óxido nítrico para utilização em terapia celular,recomend,porcat
818,"Sistemas, Programas e Políticas em Saúde",Uso da Análise Envoltória de Dados para Avaliação dos Hospitais de Ensino,recomend,porcat
819,Complexo Produtivo da Saúde,Desenvolvimento de processo de base tecnológica inovadora voltado para o controle do câncer de colo de útero baseado em virus-like particles e imunização genética,recomend,porcat
820,Doenças Transmissíveis,"ANÁLISE PROTEÔMICA DE CÉREBRO, LÍQUIDO AMNIÓTICO, PLACENTA E PLASMA NA MICROCEFALIA ZIKA-POSITIVAa",recomend,porcat
821,Avaliação de Tecnologias e Economia da Saúde,"Eluato de sangue dessacado em papel-filtro no rastreamento pré-natal de HIV, citomegalovírus, Chagas, HBV, HCV, herpes simples, hiperparatireoidismo, hipoparatireoidismo, HTLV I/II, Clamídia , rubéola, sífilis e toxoplasmose, uma revisão sistemática",recomend,porcat
822,Doenças Crônicas Não Transmissíveis,Marcadores genéticos associados ao risco de adenocarcinoma gástrico e fatores prognósticos nessa neoplasia,recomend,porcat
823,Saúde Bucal,Impacto do laser de baixa potencia (InGaAlP) na qualidade de vida dos pacientes portadores de cancer de cabeca e pescoco submetidos a radioterapia exclusiva ou associada a quimioterapia.,recomend,porcat
824,Comunicação e Informação em Saúde,Procedimento de alta complexidade e ações judiciais relacionadas a medicamentos em cacon no estado de São Paulo e união.,recomend,porcat
825,Saúde Mental,Construção social da aprendizagem em saúde mental e saúde da família,recomend,porcat
826,"Violência, Acidentes e Trauma",O atendimento a violência na perspectiva dos profissionais da emergência: um estudo qualitativo,recomend,porcat
827,Doenças Crônicas Não Transmissíveis,Avaliação polissonográfica em pacientes sadios e com SAHOS utilizando indução do sono com propofol  ,recomend,porcat
828,"Violência, Acidentes e Trauma","Estratégias para identificação, monitoramento e acompanhamento de situações de violência familiar: otimizando a qualidade da informação sobre maus-tratos nos sistemas oficiais de notificação, programas de atenção a saúde e estudos epidemiológicos",recomend,porcat
829,Saúde Bucal,"Efeito de sialogogos mecânico, gustatorio e elétrico na estimulação do fluxo e na composição salivar de pacientes portadores da síndrome da ardência bucal",recomend,porcat
830,"Violência, Acidentes e Trauma",Investigação de marcadores moleculares no traumatismo crânio-encefálico severo e morte encefálica em humanos: em busca de marcadores prognósticos,recomend,porcat
831,Saúde do Idoso,Avaliação dos efeitos de um programa de exercícios sobre a função neuromuscular e incidência de quedas em idosos comunitários com baixa massa óssea,recomend,porcat
832,Avaliação de Tecnologias e Economia da Saúde,Alfapeguinterferona-2a e alfapeguinterferona-2b no tratamento do genótipo 1 da hepatite C crônica,recomend,porcat
833,"Violência, Acidentes e Trauma",Substitutos para o sangue a partir de hemoglobina bovina,recomend,porcat
834,Epidemiologia,"Variabilidade espacial de fenômenos de saúde pública vinculados a diagnóstico e infecção por HIV na Região Metropolitana do Recife e do Estado de Pernambuco (PE, Brasil), como uma ferramenta auxiliar para o processo de gestão de políticas públicas",recomend,porcat
835,Avaliação de Tecnologias e Economia da Saúde,Farmacoeconomia das estatinas e fibratos usados no tratamento das dislipidemias,recomend,porcat
836,Saúde Mental,Grupo de apoio aos cuidadores de idosos: uma proposta de ação intersetorial para promoção da saúde mental do cuidador e prevenção da violência contra o idoso,recomend,porcat
837,Doenças Transmissíveis,Marcadores moleculares de prognostico na Leishmaniose Visceral,recomend,porcat
838,"Violência, Acidentes e Trauma",Projeto de Pesquisa e Desenvolvimento: Observatório de Causas Externas na Atenção Básica de Saúde do Município de Porto Alegre,recomend,porcat
839,"Violência, Acidentes e Trauma",Violência no trabalho: acidentes e humilhação na indústria calçadista do Ceará,recomend,porcat
840,"Violência, Acidentes e Trauma",Relação do álcool com as causas externas de morbimortalidade,recomend,porcat
841,"Violência, Acidentes e Trauma",Violência Doméstica na Gravidez,recomend,porcat
842,Pesquisa Clínica,Comparação de células-tronco mesenquimais murinas e humanas isoladas de diferentes órgãos quanto a capacidade de diferenciação in vitro em células-produtoras de insulina e reversão de diabetes em modelos murinos,recomend,porcat
843,Bioética e Ética na Pesquisa,Fortalecimento do Comite de Ética em Pesquisa,recomend,porcat
844,Gestão do Trabalho e Educação em Saúde,Avaliação das experiências e estratégias utilizadas na educação permanente de trabalhadores de saúde em Infecção Hospitalar e seu impacto na qualidade das práticas de Controle de Infecção Hospitalar nos hospitais do Estado de SC com mais de 70 leitos prestadores de serviços para o SUS,recomend,porcat
845,"Sistemas, Programas e Políticas em Saúde",Avaliação da integralidade na estratégia de saúde da família em Santa Catarina: com a palavra os profissionais das equipes de PSF ,recomend,porcat
846,"Sistemas, Programas e Políticas em Saúde",A organização do processo de trabalho e da assitência à saúde: análise dos municípios que compõem a 7ª Secretaria de Desenvolvimento Regional de Santa Catarina ,recomend,porcat
847,"Sistemas, Programas e Políticas em Saúde","Gestão da mudança do modelo de atenção à saúde - a via da integralidade: da primeira a segunda gestão do governo popular no município de Blumenau, 2001-2004",recomend,porcat
848,Doenças Transmissíveis,Determinação e avaliação de focos de schistossomose na Grande Aracajú - Modelo para aplicação no estado de Sergipe,recomend,porcat
849,Complexo Produtivo da Saúde,Fortalecimento da Infra-Estrutura do Laboratório de Avaliação de Materiais e Produtos para Implantes Ortopédicos do CCDMUFSCAR,recomend,porcat
850,"Sistemas, Programas e Políticas em Saúde","Ações Básicas de Saúde e a Construção do SUS: Cidadania, Direitos e Políticas Públicas",recomend,porcat
851,Complexo Produtivo da Saúde,Centro Coordenador da Rede Multicêntrica de Avaliação de Implantes Ortopédicos  REMATO,recomend,porcat
852,Complexo Produtivo da Saúde,Capacitação Laboratorial do Ituc / Puc-Rio para Certificação da Qualidade de Implantes Ortopédicos,recomend,porcat
853,Complexo Produtivo da Saúde,"Validação Pré-Clínica de ""Stents"" Convencionais e Padronização da Técnica de Recobrimentos em ""Stents"" Metálicos para Eluição de Óxido Nítrico - PDNS - FASE I",recomend,porcat
854,Doenças Transmissíveis,"Malária pelo Plasmodium malariae no Acre: incidência, aspectos clínicos e epidemiológicos",recomend,porcat
855,Assistência Farmacêutica,Padronização do processo de produção de fitoterápico para uso tópico de inflorescências de calêndula officinalis l. (asteraceae) utilizado na rede SUS de Ribeirão Preto. ,recomend,porcat
856,Saúde do Idoso,População idosa e cuidados paliativos.,recomend,porcat
857,Saúde do Idoso,"Intervenção não-farmacológica na doença de Alzheimer: treino cognitivo-funcional, programa de orientação a cuidadores e capacitação de agentes multiplicadores.",recomend,porcat
858,Avaliação de Tecnologias e Economia da Saúde,Inovação e saúde: capacidade regulatória publico/privado em dois processos tecnológicos.,recomend,porcat
859,Doenças Transmissíveis,Desenvolvimento de teste sorológico elisa com antígeno recombinante hsp83 de l. Infantum para leishmaniose visceral canina.,recomend,porcat
860,"Sistemas, Programas e Políticas em Saúde",As práticas corporais e a atenção primária em saúde: avaliando os cuidados com o corpo nas unidades básicas do distrito Butantã em São Paulo.,recomend,porcat
861,"Violência, Acidentes e Trauma",Revelando a violência doméstica contra idosos na cidade do Salvador - Bahia,recomend,porcat
862,Doenças Crônicas Não Transmissíveis,Vasodilatação induzida pelo calor através de dispositivo portátil no leito para o manejo da insuficiência cardíaca descompensada,recomend,porcat
863,Comunicação e Informação em Saúde,"Impacto do gerenciamento integrado de informações entre a clínica odontológica da FORP-USP e a secretaria de saúde de Ribeirão Preto nas estratégias de controle de qualidade, estudos de prevalência e gestão.",recomend,porcat
864,Doenças Transmissíveis,Novos testes imunoenzimaticos aplicados ao diagnostico da tuberculose: Estudo da acuracia utilizando multiplos antigenos  micobacterianos de natureza lipidica e proteica recombinante produzidos no Brasil,recomend,porcat
865,"Violência, Acidentes e Trauma",Valor prognóstico dos testes genéticos no atendimento de pacientes de UTI.,recomend,porcat
866,"Sistemas, Programas e Políticas em Saúde",Avaliação das necessidades e ações em saúde nos sistemas locais.,recomend,porcat
867,Saúde Bucal,Estomatite por dentadura na população senescente: avaliação da ativação e da produção de citocinas pró e anti-inflamatórias pelos monócitos.,recomend,porcat
868,Assistência Farmacêutica,Implantação de centro multidisciplinar de dispensação de medicação de alto custo. ,recomend,porcat
869,Gestão do Trabalho e Educação em Saúde,Avaliação da gestão do trabalho como tecnologia em saúde na atenção básica do sistema único de saúde no estado de São Paulo.  ,recomend,porcat
870,Saúde Mental,O trabalho como estratégia de reinserção social para pessoas com transtorno mental: avaliação das oficinas mentes que fazem,recomend,porcat
871,"Violência, Acidentes e Trauma",Violência Doméstica e Gravidez de Alto Risco: Qualificando o acolhimento no pré-natal,recomend,porcat
872,Doenças Crônicas Não Transmissíveis,Efeitos de um programa de atividade física sobre a capacidade funcional e qualidade de vida em pacientes que realizam hemodialise.,recomend,porcat
873,Saúde Mental,Capacitacao de Jovens Multiplicadores das Acoes de Reducao de Danos em areas criticas de Salvador.,recomend,porcat
874,Saúde Mental,As oficinas terapêuticas como recurso no processo de desinstitucionalização e inclusão social na assistência em Saúde Mental,recomend,porcat
875,Pesquisa Clínica,Diferenciação de hepatocitos a partir de células-tronco de cordão umbilical e desenvolvimento de ensaio pre-clínico visando o transplante-ponte em pacientes com insuficiência hepática,recomend,porcat
876,Pesquisa Clínica,"Celulas-Tronco: potencial terapeutico em doencas cardiacas_x000D_
",recomend,porcat
877,Avaliação de Tecnologias e Economia da Saúde,Projeto PET - Avaliação Tecnológica da Tomografia por Emissão de Positrons,recomend,porcat
878,Saúde da Mulher,Efetividade de exercícios do assoalho pélvico durante a gestação como medida preventiva de incontinência urinária e da disfunção muscular do assoalho pélvico,recomend,porcat
879,Saúde da Criança e do Adolescente,Instrumento de baixo custo para identificação de crianças de risco para perdas auditivas ,recomend,porcat
880,Doenças Crônicas Não Transmissíveis,O papel da hipóxia tumoral na fisiopatogênese dos carcinomas mamários de imunofenótipo CD44+CD24-,recomend,porcat
881,Pesquisa Clínica,"Efeito de peptídeos derivados da quimiocina SDF-1/CXCL12 sobre a migração, proliferação, sobrevivência e diferenciação de células-tronco neurais",recomend,porcat
